,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set
112,112,9th Latin American Web Congress (LAWEB),2014.0,-,conferencia,latin,latin american web congress,latin american web congress,latin american web congress,latin american web congress,82,100,84,100,B4,B4,B4,B4
113,113,X Workshop de Manutenção de Software Moderna (WMSWM 2013) em conjunto com o XII Simpósio Brasileiro de Qualidade de Software (SBQS 2013),2013.0,-,conferencia,sbqs,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro de qualidade de software,49,100,52,100,,B1,,B1
114,114,XXV Simpósio Brasileiro de Engenharia de Software,2011.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,82,84,82,86,B1,B1,B1,B1
115,115,V Simpósio Brasileiro de Sistemas de Informação,2009.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,98,100,98,100,A4,A4,A4,A4
116,116,Second Workshop of the Brazilian Institute for Web Science Research,2011.0,-,conferencia,-,international workshop on replication in empirical software engineering research,workshop on hybrid reasoning,brazilian e-science workshop,brazilian e-science workshop,56,68,59,96,,,,B4
117,117,17th IEEE International Conference and Workshops on Engineering of Computer-Based Systems,2010.0,-,conferencia,-,international workshop on engineering multiagent systems,ieee international conference on rfid,ieee international conference on dependable systems and networks workshops,ieee international systems conference,70,89,74,100,,A4,,A4
118,118,International Conference on Parallel and Distributed Processing Techniques and Applications,2000.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,100,100,100,100,B2,B2,B2,A3
119,119,Workshop em Paralelismo e Otimização Combinatória,1998.0,-,conferencia,-,workshop de pesquisa em computacao dos campos gerais,workshop iberchip,workshop on applied combinatorial optimization,workshop on applied combinatorial optimization,59,65,67,67,,,,
120,120,Reunião Especial da SBPC,1995.0,-,conferencia,-,workshop de transparencia de sistema,workshop de pesquisa experimental da internet do futuro,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,47,62,51,51,,,,
121,121,Reunião Especial de SBPC,1995.0,-,conferencia,-,workshop de transparencia de sistema,workshop de gerencia e operacao de redes e servicos,workshop de musica ubiqua,simposio de mecanica computacional,50,62,53,55,,,,
122,122,XXV Simpósio Brasileiro de Pesquisa Operacional,1993.0,-,conferencia,-,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,96,100,96,100,B3,B3,B3,B3
123,123,International Conference on Parallel and Distributed Processing Techniques and Applications,2001.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,100,100,100,100,B2,B2,B2,A3
124,124,Simpósio Brasileiro de Arquitetura de Computadores - Processamento de Alto Desempenho,1992.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,73,81,62,83,,B1,,B1
125,125,Simpósio Brasileiro de Arquitetura de Computadores - Processamento de Alto Desempenho,1993.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,73,81,62,83,,B1,,B1
126,126,Conferência Latino Amaricana de Informática,1993.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,96,95,78,82,B2,B2,,B2
127,127,XII Congresso da Sociedade Brasileira de Computação - SEMISH,1992.0,-,conferencia,semish,congresso brasileiro de informatica em saude,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de pesquisadores em cibercultura,62,71,65,65,,,,
128,128,Latin American Workshop on Cliques of Graphs,2002.0,-,conferencia,latin,latin american workshop on cliques in graphs,latin american workshop on cliques in graphs,latin american workshop on cliques in graphs,latin american workshop on cliques in graphs,95,95,93,96,B4,B4,B4,B4
129,129,ACM Symposium on Parallel Algorithms and Architectures - SPAA'02,2002.0,-,conferencia,spaa,acm symposium on parallelism in algorithms and architectures,acm symposium on parallelism in algorithms and architectures,acm symposium on parallelism in algorithms and architectures,acm symposium on parallelism in algorithms and architectures,87,90,90,92,A3,A3,A3,A3
130,130,14th IASTED International Conference on Parallel and Distributed Computing and Systems,2002.0,-,conferencia,-,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on distributed computing systems,82,90,82,100,B1,B1,B1,A1
131,131,I Brazillian Workshop on Bioinformatics,2002.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,workshop on algorithms in bioinformatics,79,81,79,81,,B1,,A3
132,132,International Parallel & Distributed Processing Symposium - IPDPS 2003,2003.0,-,conferencia,ipdps,ieee international parallel & distributed processing symposium,ieee international parallel & distributed processing symposium,ieee international parallel & distributed processing symposium,ieee international parallel & distributed processing symposium,86,92,87,96,A1,A1,A1,A1
133,133,The 15th Symposium on Computer Architecture and High Performance Computing - SBAC-PAD 2003,2003.0,-,conferencia,sbac-pad,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,82,87,79,90,A4,A4,,A4
134,134,Second Brazillian Workshop on Bioinformatics - WOB 2003,2003.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,workshop on algorithms in bioinformatics,65,81,69,79,,B1,,
135,135,EuroPar,2004.0,-,conferencia,europar,eurohaptics,east european conference on advances in databases and information systems,eurohaptics,eurohaptics,56,86,56,56,,A4,,
136,136,The 16th Symposium on Computer Architecture and High Performance Computing - SBAC-PAD 2004,2004.0,-,conferencia,sbac-pad,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,82,87,79,90,A4,A4,,A4
137,137,"2nd Brazilian Symposium on Graphs, Algorithms and Combinatorics - GRACO 2005",2005.0,-,conferencia,-,brazilian symposium on geoinformatics,european symposium on algorithms,international symposium algorithms and computation,european symposium on algorithms,60,75,60,84,,,,A3
138,138,II Workshop on Computacional Grids and Applications - WCGA 2005,2005.0,-,conferencia,wcga,workshop on social network analysis in applications,workshop of urban computing,international workshop on rewriting logic and its applications,workshop de visao computacional,63,78,72,83,,,,B4
139,139,The 2001 International Conference on Computacional Sciece,2001.0,-,conferencia,-,international conference on computational science,international conference on computational science,international conference on computational science,international cad conference,89,97,89,92,B2,B2,B2,B2
140,140,The 2003 International Conference on Computacional Sciece and Its Applications (ICCSA 2003),2003.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science and its applications,international conference on computational science and its applications,international cad conference,84,97,86,92,A3,A3,A3,B2
