,issn,periodico,Ajuste_SBC,link_scopus,percentil,Qualis_Final,data-atualizacao,data-tentativa,logs
152,1573-7454,autonomous agents and multi-agent systems (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24157,55,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
153,0929-5593,autonomous robots,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18016,84,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
154,1808-2386,bbr. brazilian business review,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100894527,21,B3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
155,0144-929X,behaviour & information technology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12125,92,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
156,2214-5796,big data research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100356018,91,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
157,1756-0381,biodata mining,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17300154988,93,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
158,1546-9735,biodiversity informatics,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:14,Other error occurred: 'entry' - Status_code: 200
159,0197-8462,bioelectromagnetics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14839,66,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
160,1367-4803,bioinformatics (oxford. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17945,98,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
161,0973-2063,bioinformation (online) (chennai),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:14,Other error occurred: 'entry' - Status_code: 200
162,0340-1200,biological cybernetics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17953,68,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
163,1745-6150,biology direct,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5800173376,91,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
164,2314-6133,biomed research international,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100230018,68,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
165,2314-6141,biomed research international,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100230018,68,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
166,0006-3398,biomedical engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28203,35,B2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
167,1475-925X,biomedical engineering online (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28586,81,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
168,2057-1976,biomedical physics & engineering express,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100788266,39,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
169,1746-8094,biomedical signal processing and control,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700152237,86,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
170,0753-3322,biomedicine & pharmacotherapy,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28620,91,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
171,0323-3847,biometrical journal (1977),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13734,68,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
172,1516-3725,bioscience journal (ufu),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700175253,21,B3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
173,0303-2647,biosystems (amsterdam. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13794,78,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
174,1537-5110,biosystems engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=61490,93,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
175,0736-6205,biotechniques,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=15459,41,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
176,0006-3835,bit numerical mathematics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4800154007,nulo,nulo,nulo,23/01/2022 03:01:14,sem valor de percentil
177,1471-2105,bmc bioinformatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17929,92,A1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
178,1471-2407,bmc cancer (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28747,68,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
179,1471-2121,bmc cell biology (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18410,52,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
180,1471-2164,bmc genomics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21727,76,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
181,1755-8794,bmc medical genomics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17300154707,48,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
182,1472-6947,bmc medical informatics and decision making (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23602,78,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
183,1471-2180,bmc microbiology (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19633,66,A3,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
184,1471-2377,bmc neurology (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14258,46,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
185,1471-2202,bmc neuroscience (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23358,58,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
186,1756-0500,bmc research notes,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19600166028,48,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
187,2044-6055,bmj open,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19800188003,82,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
188,2052-4897,bmj open diabetes research & care,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100469641,44,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
189,0103-636X,bolema. boletim de educacao matematica (unesp. rio claro. impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900191880,42,B1,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
190,1982-2170,boletim de ciencias geodesicas (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:14,Other error occurred: 'entry' - Status_code: 200
191,1518-9082,boletim tecnico da faculdade de tecnologia de sao paulo,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:14,Other error occurred: 'entry' - Status_code: 200
192,1916-2804,botany (ottawa. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12300154714,59,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
193,1916-2790,botany (ottawa. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12300154714,59,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
194,1863-2653,brain structure & function (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=6600153204,87,A2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
195,1516-8913,brazilian archives of biology and technology (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145331,54,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
196,2317-4889,brazilian journal of geology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100266566,54,A4,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
197,1679-8171,brazilian journal of operations and production management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101046369,nulo,nulo,nulo,23/01/2022 03:01:14,sem valor de percentil
198,0103-0752,brazilian journal of probability and statistics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900192736,33,B2,23/01/2022 03:01:14,23/01/2022 03:01:14,atualizado com sucesso
199,2319-0612,brazilian journal of radiation sciences,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
200,1981-9854,brazilian journalism research (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100863622,30,B2,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
201,1806-8324,brazilian oral research (impresso),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
202,1467-5463,briefings in bioinformatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17956,98,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
203,2231-0843,british journal of applied science & technology,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
204,0007-1013,british journal of educational technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23988,98,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
205,2244-8659,bulletin of computational applied mathematics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100826432,46,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
206,0092-8240,bulletin of mathematical biology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13845,88,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
207,2306-0212,bulletin of the technical committee on learning technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100285431,48,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
208,1867-0202,business & information systems engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14490,93,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
209,2047-0398,business management review (bmr),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
210,1463-7154,business process management journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145291,89,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
211,0102-3543,c&t. revista militar de ciencia e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
212,0010-4485,cad computer aided design,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18145,84,A2,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
213,2446-6204,caderno de estudos em sistemas de informacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
214,1519-0951,cadernos adenauer (sao paulo),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
215,2178-2229,cadernos de pesquisa,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
216,2178-2229,cadernos de pesquisa - universidade federal do maranhao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
217,2317-0026,cadernos de prospeccao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
218,0102-311X,cadernos de saude publica (ensp. impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20135,48,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
219,1678-4464,cadernos de saude publica (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20135,48,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
220,1413-9014,cadernos do ime. serie informatica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
221,1679-3951,cadernos ebape.br (fgv),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
222,1676-6024,cadernos tecnicos de veterinaria e zootecnia (ufmg),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
223,1066-7814,canadian journal of applied physiology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17965,nulo,nulo,nulo,23/01/2022 03:01:44,sem valor de percentil
224,1176-9351,cancer informatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700151712,38,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
225,1613-0073,central europe ceur workshop proceedings,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100218356,21,B3,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
226,1896-1533,central european journal of computer science,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
227,1895-1082,central european journal of physics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145740,61,A4,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
228,1089-7682,"chaos (woodbury, n.y. online)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27430,97,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
229,1054-1500,"chaos (woodbury, n.y.)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27430,97,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
230,0960-0779,"chaos, solitons and fractals",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25347,98,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
231,1974-9791,chemical engineering transactions,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
232,2283-9216,chemical engineering transactions,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19600161818,38,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
233,0366-7022,chemistry letters,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23418,52,A4,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
234,0718-7912,chilean journal of statistics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101041527,nulo,nulo,nulo,23/01/2022 03:01:44,sem valor de percentil
235,1673-5447,china communications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700177325,73,A3,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
236,0009-6725,ciencia e cultura,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20583,nulo,nulo,nulo,23/01/2022 03:01:44,sem valor de percentil
237,0100-8307,ciencia e natura,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
238,2179-460X,ciencia e natura,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
239,1413-8123,ciencia e saude coletiva,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700151729,41,B1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
240,0103-8478,ciencia rural (ufsm. impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4000151812,52,A4,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
241,1806-5821,ciencias & cognicao (ufrj),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
242,1982-0801,cientifica cet-faesa,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
243,2238-9032,cippus - revista de iniciacao cientifica da unilasalle,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
244,0278-081X,"circuits, systems, and signal processing",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18780,82,A2,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
245,0009-7322,"circulation (new york, n.y.)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22581,99,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
246,0717-5000,clei electronic journal,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
247,0930-7575,climate dynamics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12172,87,A2,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
248,2212-0963,climate risk management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100312211,98,A1,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
249,0165-0009,climatic change,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12177,85,A2,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
250,1413-571X,clinica veterinaria,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
251,1550-0594,clinical eeg and neuroscience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=145007,54,A4,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
252,1980-5322,clinics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4000148010,73,A3,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
253,1386-7857,cluster computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24596,57,A4,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
254,1809-6875,coffee science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19600166402,24,B3,23/01/2022 03:01:44,23/01/2022 03:01:44,atualizado com sucesso
255,2176-9133,cogitare enfermagem,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:01:44,Other error occurred: 'entry' - Status_code: 200
