,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC
90,arm,workshop on adaptive and reflective middleware,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Adaptive+and+Reflective+Middleware&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,8,1,-,B3,-
91,arms-cc,international workshop on adaptive resource management and scheduling for cloud computing,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Adaptive+Resource+Management+and+Scheduling+for+Cloud+Computing&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,6,1,B4,B3,-
92,arso,ieee workshop on advanced robotics and its social impacts (arso),2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MHGPX0ifa6MJ.2019,Relevante,9,B2,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,9,-,-,B2,-
93,arvo,association for research in vision and ophthalmology annual meeting,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Association+for+Research+in+Vision+and+Ophthalmology+Annual+Meeting&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,2,1,-,B4,-
94,asap,"ieee international conference on application-specific systems, architectures and processors",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=8awDgn_OhGYJ.2018,Relevante,15,A4,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,15,-,B1,A4,-
95,ase,ieee/acm international conference on automated software engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0NzweKVXmpkJ.2018,Top10,35,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,35,-,A1,A1,-
96,asiaccs,"acm asia symposium on information, computer and communications security",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=3VLtGPwkq54J.2018,Top10,36,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,36,-,-,A1,-
97,asiacrypt,annual international conference on the theory and applications of cryptology and information security,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=hxrvQsnJSDMJ.2018,Top10,37,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,37,-,A1,A1,-
98,asiacss,acm on asia conference on computer and communications security,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=3VLtGPwkq54J.2019,nulo,35,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,35,-,-,A1,-
99,asid,"international conference on anti-counterfeiting, security, and identification in communication",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=G0FddLwZFDcJ.2018,Relevante,5,B4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,5,-,-,B4,-
100,asms,advanced satellite multimedia systems conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=O90WS0zZyBYJ.2019,Relevante,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,-,B1,-
101,asonam,ieee/acm international conference on advances in social networks analysis and mining,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=71Q5CJZj-VYJ.2018,Relevante,31,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,31,-,A2,A2,-
102,asp-dac,asia and south pacific design automation conference,2,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_computerhardwaredesign&view_op=list_hcore&venue=4OI7pMNBopQJ.2018,Top10,27,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,27,-,-,A2,-
103,asplos,international conference on architectural support for programming languages and operating systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KlkFB9T8yJEJ.2018,Top10,51,A1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,51,-,A1,A1,-
104,asprs,annual conference and international lidar mapping forum,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,-,-,-,-,-
105,assets,international acm sigaccess conference on computers and accessibility,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=c5bgEi18VesJ.2018,Top10,23,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,22,1,A2,A3,-
106,ast,ieee/acm international workshop on automation of software testing,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE%2FACM+International+Workshop+on+Automation+of+Software+Testing&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,3,1,-,B4,-
107,async,ieee international symposium on asynchronous circuits and systems,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Asynchronous+Circuits+and+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,13,B1,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,13,1,B2,B1,-
108,att,international workshop on agents in traffic and transportation,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Agents+in+Traffic+and+Transportation&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,4,1,B4,B4,-
109,atva,international symposium on automated technology for verification and analysis,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=T1JmJFBKIJQJ.2019,nulo,18,A4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,-,-,-,-,-
110,audiomostly,audio mostly conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=xPjejpsW40sJ.2018,Top20,7,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,7,-,-,B3,-
111,avi,international working conference on advanced visual interfaces,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=C6G9iftHmdwJ.2018,Relevante,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,-,B1,-
112,avss,ieee international conference on advanced video and signal based surveillance,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=lj8GV_9F0b8J.2018,Top20,21,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,21,-,A2,A3,-
113,bcb,acm international conference on bioinformatics and computational biology and health informatics,2,https://scholar.google.com/citations?hl=en&vq=eng_bioinformatics&view_op=list_hcore&venue=A0r8tJR7iaEJ.2018,Top10,17,A4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,10,1,B2,B2,-
114,bcs-hci,conference of the british computer society human computer interaction specialist group,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ngYXW9AMFV4J.2019,Relevante,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,-,B1,-
115,bdcloud,international conference on big data and cloud computing,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=VsEvOEfP6b8J.2018,nulo,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,B3,B1,-
116,beds,acm international conference on distributed event-based systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+International+Conference+on+Distributed+Event-Based+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,21,A3,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,21,1,B2,A3,-
117,biata,bioinformatics: from algorithms to applications,4,Induzidos manualmente,Top20,nulo,B3,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,-,-,-,-,-
118,bibe,ieee international conference on bioinformatics and bioengineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=2QSZR8tX_koJ.2018,Top10,15,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,15,-,B1,B1,-
119,bibm,ieee international conference on bioinformatics and biomedicine,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=4m3nKpBBPt4J.2018,Top10,16,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,16,-,B1,A4,-
120,bigdata,ieee international congress on bigdata,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=5qcbaE0D5owJ.2018,Relevante,33,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,33,-,B1,A2,-
121,bigdatasecurity,ieee international conference on big data security on cloud,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Big+Data+Security+on+Cloud&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,11,1,B5,B2,-
122,bigdataservice,ieee international conference on big data computing service and applications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Big+Data+Computing+Service+and+Applications&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,14,1,-,B1,-
123,bigdse,ieee/acm international workshop on big data software engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Big+Data+Software+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,10,1,B4,B2,-
124,bigdssagro,international conference on agro bigdata and decision support systems in agriculture,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Agro+BigData+and+Decision+Support+Systems+in+Agriculture&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,2,1,-,B4,-
125,bigmm,ieee international conference on multimedia big data,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Multimedia+Big+Data&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,10,1,B3,B2,-
126,bigspatial,acm sigspatial international workshop on analytics for big geospatial data,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+SIGSPATIAL+International+Workshop+on+Analytics+for+Big+Geospatial+Data&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,9,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,9,1,B4,B2,-
127,bih,international conference on brain informatics and health,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Brain+Informatics+and+Health&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,10,1,B2,B2,-
128,biocomp-wc,international conference on bioinformatics & computational biology,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Bioinformatics+%26+Computational+Biology&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,7,1,B5,B3,-
129,biorob,ieee ras & embs international conference on biomedical robotics and biomechatronics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=mll7l7Q4NakJ.2019,Top20,18,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,18,-,-,A4,-
130,biosensors,world congress on biosensors,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=World+Congress+on+Biosensors&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,3,1,-,B4,-
131,biosig,international conference of the biometrics special interest group,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=3CRcWUtM1WEJ.2018,nulo,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,B1,B1,-
132,bir,international conferences on perspectives in business informatics research,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=4_5mqOhwyIgJ.2018,nulo,10,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,10,-,B2,B2,-
133,bmaw,bayesian modeling applications workshop,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Bayesian+Modeling+Applications+Workshop&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,4,1,B4,B4,-
134,bmei,international conference biomedical engineering and informatics,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=v4XobmP38cIJ.2018,nulo,11,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,11,-,B1,B2,-
135,bmsb,ieee international symposium on broadband multimedia systems and broadcasting,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=vaFgnAHDc38J.2018,nulo,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,B1,B1,-
136,bmvc,british machine vision conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=T_DfB2ikUbwJ.2018,Top10,42,A1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,42,-,A1,A1,-
137,bnaic,benelux conference on artificial intelligence,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Benelux+Conference+on+Artificial+Intelligence&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,5,1,B5,B4,-
138,bpm,international conference on business process management,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0N6unYCR7HoJ.2018,Relevante,27,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,27,-,A2,A2,-
139,bpms2,workshop on social and human aspects of business process management,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,-,-,B4,-,-
140,bracis,brazilian conference on intelligent system,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=yH9iueXRcpwJ.2018,Top20,14,A4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14,-,B2,B1,-
141,brahur,brazilian humanoid robot workshop,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,-,-,-,-,-
142,brasero,brazilian workshop on service robotics,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Workshop+on+Service+Robotics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Relevante,2,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,2,1,-,B4,-
143,brasnam,brazilian workshop on social network analysis and mining,1,nulo,nulo,6,B3,não se aplica,15/08/2021 03:12:15,não existe site para verificar o h5,-,-,-,-,-
144,brc,issnip biosignals and biorobotics conference,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=XqE-eyY2t6YJ.2018,nulo,10,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,10,-,B4,B2,-
145,bresci,brazilian e-science workshop,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+e-Science+Workshop&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,3,1,B4,B4,-
146,bsb,brazilian symposium on bioinformatics,3,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Symposium+on+Bioinformatics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Top20,6,B1,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,6,1,B3,B4,B1
147,bsn,ieee-embs international conference on wearable and implantable body sensor networks,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=L-flmcutX4sJ.2019,Top20,17,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,17,-,-,A4,-
148,btas,"ieee international conference on biometrics: theory, applications, and systems",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=8Bzim8iG_Y4J.2018,Top20,24,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,24,-,A2,A3,-
149,c4bie,"international workshop on cloud for business, industry and enterprises",4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,-,-,B5,-,-
150,caad,computer-aided architectural design futures conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Computer-Aided+Architectural+Design+Futures+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,8,1,B5,B3,-
151,cad,international cad conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+CAD+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,11,1,B5,B2,-
