,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
94,94,V Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais,20050.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,99.0,100.0,99.0,100.0,B1,B1,B1,B1,all,simposio brasileiro em seguranca da informacao e de sistemas computacionais,B1
95,95,X Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais,20100.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,99.0,100.0,99.0,100.0,B1,B1,B1,B1,all,simposio brasileiro em seguranca da informacao e de sistemas computacionais,B1
96,96,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais,20170.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,99.0,99.0,99.0,100.0,B1,B1,B1,B1,all,simposio brasileiro em seguranca da informacao e de sistemas computacionais,B1
97,97,"International Conference on Compilers, ,Architecture, and Synthesis for Embedded Systems",20010.0,-,conferencia,-,"international conference on compilers, architecture, and synthesis for embedded systems","international conference on compilers, architecture, and synthesis for embedded systems","international conference on compilers, architecture, and synthesis for embedded systems","international conference on compilers, architecture, and synthesis for embedded systems",99.0,99.0,100.0,100.0,A4,A4,A4,A4,all,"international conference on compilers, architecture, and synthesis for embedded systems",A4
98,98,Conferência Latino Americana de Informática,20060.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
99,99,"Conference on Graphics, Patterns, and Images",20130.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",99.0,98.0,100.0,100.0,A3,A3,A3,A3,all,"conference on graphics, patterns and images",A3
100,100,IEEE International Conference on  Multimedia and Expo,20000.0,-,conferencia,-,ieee international conference on multimedia and expo,ieee international conference on multimedia and expo,ieee international conference on multimedia and expo,ieee international conference on multimedia and expo,99.0,98.0,100.0,100.0,A2,A2,A2,A2,all,ieee international conference on multimedia and expo,A2
101,101,Simposio Brasileiro de Bancos de Dados,20000.0,-,conferencia,-,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,99.0,97.0,99.0,99.0,A4,A4,A4,A4,all,simposio brasileiro de banco de dados,A4
102,102,Conferencia Latino Americana de Informatica,19930.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
103,103,^Congresso Brasileiro de AgroInformatica,20070.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,99.0,100.0,100.0,100.0,B4,B4,B4,B4,all,congresso brasileiro de agroinformatica,B4
104,104,"Simpósio Brasileiro de Banco de Dados,",20070.0,-,conferencia,-,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,99.0,100.0,100.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de banco de dados,A4
105,105,Conferencia Latino Americana de Informática,20030.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
106,106,International Conference on Hardware-Software Codesign and System Synthesis,20070.0,-,conferencia,-,international conference on hardware/software codesign and system synthesis,international conference on hardware/software codesign and system synthesis,international conference on hardware/software codesign and system synthesis,international conference on hardware/software codesign and system synthesis,99.0,99.0,100.0,100.0,A3,A3,A3,A3,all,international conference on hardware/software codesign and system synthesis,A3
107,107,International Conferece on Computer Design,20060.0,-,conferencia,-,international conference on computer design,international conference on computer design,international conference on computer design,international conference on computer design,99.0,98.0,99.0,99.0,A3,A3,A3,A3,all,international conference on computer design,A3
108,108,"IEEE International Conference on Acoustics, Speech, and Signal Processing",20140.0,-,conferencia,-,"ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing",99.0,99.0,100.0,100.0,A1,A1,A1,A1,all,"ieee international conference on acoustics, speech and signal processing",A1
109,109,IEEE  International Conference on Communications,20040.0,-,conferencia,-,ieee international conference on communications,ieee international conference on communications,ieee international conference on communications,ieee international conference on green computing and communications,99.0,98.0,100.0,100.0,A1,A1,A1,B2,ratio partial sort,ieee international conference on communications,A1
110,110,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuído,20120.0,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,99.0,100.0,99.0,99.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
111,111,"IEEE 3rd International Conference on Biometrics: Theory, Applications, and Systems",20090.0,-,conferencia,-,"ieee international conference on biometrics: theory, applications, and systems",international conference on biometrics,"ieee international conference on biometrics: theory, applications, and systems","ieee international conference on biometrics: theory, applications, and systems",98.0,100.0,97.0,100.0,A3,A3,A3,A3,ratio sort set,"ieee international conference on biometrics: theory, applications, and systems",A3
112,112,Simpósio de Sistemas Computacionais de Alto Desempenho,20150.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,98.0,98.0,94.0,100.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
113,113,6th International Conference on Cryptology and Information Security in Latin America,20190.0,-,conferencia,latin,international conference on cryptology and information security in latin america,international conference on cryptology and information security in latin america,international conference on cryptology and information security in latin america,international cryptology conference,98.0,100.0,98.0,100.0,B1,B1,B1,A1,ratio partial sort,international conference on cryptology and information security in latin america,B1
