,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC,LINK INFOGRÁFICO
85,ARC,International Symposium on Applied Reconfigurable Computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=YfOo-Q2IJm8J.2018,Relevante,10,B2,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,10.0,,B1,B2,,
86,ARCS,International Conference on Architecture of Computing Systems,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=0iDRKaj8G38J.2018,Relevante,12,B1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,12.0,,,B1,,
87,ARES,"International Conference on Availability, Reliability and Security",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=GIrj2BSjfiwJ.2018,Relevante,19,A4,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,19.0,,A2,A4,,
88,ARGMAS,International Workshop on Argumentation in Multiagent Systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Argumentation+in+Multiagent+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,3.0,1.0,B5,B4,,
89,ARIC,International Workshop on Intelligent and Resilient Cities,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:07:40,categorias 3 e 4 não são atualizadas,,,,,,
90,ARM,Workshop on Adaptive and Reflective Middleware,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Adaptive+and+Reflective+Middleware&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,8.0,1.0,,B3,,
91,ARMS-CC,International Workshop on Adaptive Resource Management and Scheduling for Cloud Computing,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Adaptive+Resource+Management+and+Scheduling+for+Cloud+Computing&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,6.0,1.0,B4,B3,,
92,ARSO,IEEE Workshop on Advanced Robotics and its Social Impacts (ARSO),2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MHGPX0ifa6MJ.2019,Relevante,9,B2,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,9.0,,,B2,,
93,ARVO,Association for Research in Vision and Ophthalmology Annual Meeting,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Association+for+Research+in+Vision+and+Ophthalmology+Annual+Meeting&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:07:40,não encontrou a tag span: list index out of range,2.0,1.0,,B4,,
94,ASAP,"IEEE International Conference on Application-specific Systems, Architectures and Processors",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=8awDgn_OhGYJ.2018,Relevante,15,A4,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,15.0,,B1,A4,,
95,ASE,IEEE/ACM International Conference on Automated Software Engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0NzweKVXmpkJ.2018,Top10,35,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,35.0,,A1,A1,,
96,ASIACCS,"ACM ASIA Symposium on Information, Computer and Communications Security",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=3VLtGPwkq54J.2018,Top10,36,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,36.0,,,A1,,
97,ASIACRYPT,Annual International Conference on the Theory and Applications of Cryptology and Information Security,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=hxrvQsnJSDMJ.2018,Top10,37,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,37.0,,A1,A1,,
98,ASIACSS,ACM on Asia Conference on Computer and Communications Security,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=3VLtGPwkq54J.2019,nulo,35,A1,15/08/2021 03:07:40,15/08/2021 03:07:40,atualizado com sucesso,35.0,,,A1,,
99,ASID,"International Conference on Anti-counterfeiting, Security, and Identification in Communication",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=G0FddLwZFDcJ.2018,Relevante,5,B4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,5.0,,,B4,,
100,ASMS,Advanced Satellite Multimedia Systems Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=O90WS0zZyBYJ.2019,Relevante,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,,B1,,
101,ASONAM,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=71Q5CJZj-VYJ.2018,Relevante,31,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,31.0,,A2,A2,,
102,ASP-DAC,Asia and South Pacific Design Automation Conference,2,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_computerhardwaredesign&view_op=list_hcore&venue=4OI7pMNBopQJ.2018,Top10,27,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,27.0,,,A2,,
103,ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KlkFB9T8yJEJ.2018,Top10,51,A1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,51.0,,A1,A1,,
104,ASPRS,Annual Conference and International Lidar Mapping Forum,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,,,,,,
105,ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=c5bgEi18VesJ.2018,Top10,23,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,22.0,1.0,A2,A3,,
106,AST,IEEE/ACM International Workshop on Automation of Software Testing,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE%2FACM+International+Workshop+on+Automation+of+Software+Testing&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,3.0,1.0,,B4,,
107,ASYNC,IEEE International Symposium on Asynchronous Circuits and Systems,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Asynchronous+Circuits+and+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,13,B1,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,13.0,1.0,B2,B1,,
108,ATT,International Workshop on Agents in Traffic and Transportation,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Agents+in+Traffic+and+Transportation&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,4.0,1.0,B4,B4,,
109,ATVA,International Symposium on Automated Technology for Verification and Analysis,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=T1JmJFBKIJQJ.2019,nulo,18,A4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,,,,,,
110,AUDIOMOSTLY,Audio Mostly Conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=xPjejpsW40sJ.2018,Top20,7,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,7.0,,,B3,,
111,AVI,International Working Conference on Advanced Visual Interfaces,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=C6G9iftHmdwJ.2018,Relevante,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,,B1,,
112,AVSS,IEEE International Conference on Advanced Video and Signal Based Surveillance,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=lj8GV_9F0b8J.2018,Top20,21,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,21.0,,A2,A3,,
113,BCB,ACM International Conference on Bioinformatics and Computational Biology and Health Informatics,2,https://scholar.google.com/citations?hl=en&vq=eng_bioinformatics&view_op=list_hcore&venue=A0r8tJR7iaEJ.2018,Top10,17,A4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,10.0,1.0,B2,B2,,
114,BCS-HCI,Conference of the British Computer Society Human Computer Interaction Specialist Group,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ngYXW9AMFV4J.2019,Relevante,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,,B1,,
115,BDCLOUD,International Conference on Big Data and Cloud Computing,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=VsEvOEfP6b8J.2018,nulo,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,B3,B1,,
116,BEDS,ACM International Conference on Distributed Event-Based Systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+International+Conference+on+Distributed+Event-Based+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,21,A3,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,21.0,1.0,B2,A3,,
117,BIATA,Bioinformatics: from Algorithms to Applications,4,Induzidos manualmente,Top20,nulo,B3,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,,,,,,
118,BIBE,IEEE International Conference on BioInformatics and BioEngineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=2QSZR8tX_koJ.2018,Top10,15,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,15.0,,B1,B1,,
119,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=4m3nKpBBPt4J.2018,Top10,16,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,16.0,,B1,A4,,
120,BIGDATA,IEEE International Congress on BigData,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=5qcbaE0D5owJ.2018,Relevante,33,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,33.0,,B1,A2,,
121,BIGDATASECURITY,IEEE International Conference on Big Data Security on Cloud,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Big+Data+Security+on+Cloud&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,11.0,1.0,B5,B2,,
122,BIGDATASERVICE,IEEE International Conference on Big Data Computing Service and Applications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Big+Data+Computing+Service+and+Applications&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,14.0,1.0,,B1,,
123,BIGDSE,IEEE/ACM International Workshop on Big Data Software Engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Big+Data+Software+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,10.0,1.0,B4,B2,,
124,BIGDSSAGRO,International Conference on Agro BigData and Decision Support Systems in Agriculture,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Agro+BigData+and+Decision+Support+Systems+in+Agriculture&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,2.0,1.0,,B4,,
125,BIGMM,IEEE International Conference on Multimedia Big Data,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Multimedia+Big+Data&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,10.0,1.0,B3,B2,,
126,BigSpatial,ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+SIGSPATIAL+International+Workshop+on+Analytics+for+Big+Geospatial+Data&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,9,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,9.0,1.0,B4,B2,,
127,BIH,International Conference on Brain Informatics and Health,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Brain+Informatics+and+Health&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,10.0,1.0,B2,B2,,
128,BioCOMP-WC,International Conference on Bioinformatics & Computational Biology,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Bioinformatics+%26+Computational+Biology&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,7.0,1.0,B5,B3,,
129,BioRob,IEEE RAS & EMBS International Conference on Biomedical Robotics and Biomechatronics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=mll7l7Q4NakJ.2019,Top20,18,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,18.0,,,A4,,
130,BIOSENSORS,World Congress on Biosensors,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=World+Congress+on+Biosensors&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,3.0,1.0,,B4,,
131,BIOSIG,International Conference of the Biometrics Special Interest Group,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=3CRcWUtM1WEJ.2018,nulo,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,B1,B1,,
132,BIR,International Conferences on Perspectives in Business Informatics Research,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=4_5mqOhwyIgJ.2018,nulo,10,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,10.0,,B2,B2,,
133,BMAW,Bayesian Modeling Applications Workshop,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Bayesian+Modeling+Applications+Workshop&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,4.0,1.0,B4,B4,,
134,BMEI,International Conference BioMedical Engineering and Informatics,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=v4XobmP38cIJ.2018,nulo,11,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,11.0,,B1,B2,,
135,BMSB,IEEE International Symposium on Broadband Multimedia Systems and Broadcasting,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=vaFgnAHDc38J.2018,nulo,14,B1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,B1,B1,,
136,BMVC,British Machine Vision Conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=T_DfB2ikUbwJ.2018,Top10,42,A1,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,42.0,,A1,A1,,
137,BNAIC,Benelux Conference on Artificial Intelligence,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Benelux+Conference+on+Artificial+Intelligence&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,5.0,1.0,B5,B4,,
138,BPM,International Conference on Business Process Management,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0N6unYCR7HoJ.2018,Relevante,27,A2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,27.0,,A2,A2,,
139,BPMS2,Workshop on Social and Human Aspects of Business Process Management,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,,,B4,,,
140,BRACIS,Brazilian Conference on Intelligent System,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=yH9iueXRcpwJ.2018,Top20,14,A4,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,14.0,,B2,B1,,
141,BRAHUR,Brazilian Humanoid Robot Workshop,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,,,,,,
142,BRASERO,Brazilian Workshop on Service Robotics,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Workshop+on+Service+Robotics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Relevante,2,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,2.0,1.0,,B4,,
143,BraSNAM,Brazilian Workshop on Social Network Analysis and Mining,1,nulo,nulo,6,B3,não se aplica,15/08/2021 03:12:15,não existe site para verificar o h5,,,,,,
144,BRC,ISSNIP Biosignals and Biorobotics Conference,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=XqE-eyY2t6YJ.2018,nulo,10,B2,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,10.0,,B4,B2,,
145,BRESCI,Brazilian e-Science Workshop,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+e-Science+Workshop&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,3.0,1.0,B4,B4,,
146,BSB,Brazilian Symposium on Bioinformatics,3,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Symposium+on+Bioinformatics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Top20,6,B1,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,6.0,1.0,B3,B4,B1,
147,BSN,IEEE-EMBS INTERNATIONAL CONFERENCE ON WEARABLE AND IMPLANTABLE BODY SENSOR NETWORKS,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=L-flmcutX4sJ.2019,Top20,17,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,17.0,,,A4,,
148,BTAS,"IEEE International Conference on Biometrics: Theory, Applications, and Systems",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=8Bzim8iG_Y4J.2018,Top20,24,A3,15/08/2021 03:12:15,15/08/2021 03:12:15,atualizado com sucesso,24.0,,A2,A3,,
149,C4BIE,"International Workshop on Cloud for Business, Industry and Enterprises",4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:12:15,categorias 3 e 4 não são atualizadas,,,B5,,,
150,CAAD,Computer-Aided Architectural Design Futures Conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Computer-Aided+Architectural+Design+Futures+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,8.0,1.0,B5,B3,,
151,CAD,International CAD Conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+CAD+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:12:15,não encontrou a tag span: list index out of range,11.0,1.0,B5,B2,,
