,producoes
119,"
Paulo Cesar do Carmo Ribeiro.
							Sistema de Acompanhamento de Desenvolvimento de Deficientes.
							2014.
							Trabalho de Conclusão de Curso. (Graduação em Sistemas de 
Informação)  - Universidade Federal de Mato Grosso do Sul. Orientador: 
Luciano Édipo Pereira da Silva.
						
"
120,"
SILVA, L. É. P.; LAITART, K. R. ; PETERLE, N. P. ; RAMBO, C. ; MELLO, C. A. S. ; VIDAL, V. H. . Cadeia de Custódia. 2021. 
                Patente:
                Programa de Computador.
            Número do registro: BR512021000563-5, data de registro: 
                    30/03/2021, título: ""Cadeia de Custódia"" , 
Instituição de registro: INPI - Instituto Nacional da Propriedade 
Industrial.          
        
"
121,"
SILVA, L. É. P.; BRACHT, E. C. ; Fietz, C. R. . BHCMóvel. 2009. 
"
122,"
FERMINO, L. M. ; SILVA, L. É. P. ; ASSEIS NETO, H. . Reconhecedor Ótico de Caracteres em Documentos da Língua Portuguesa com Baixa Nitidez. 2013. 
"
123,"
FERMINO, L. M. ; SILVA, L. É. P. ; ASSEIS NETO, H. . Reconhecedor Ótico de Caracteres em Documentos da Língua Portuguesa com Baixa Nitidez. 2013. 
"
124,"
SILVA, L. É. P.; RIEDNER, D. D. T. ; VIDAL, V. H. ; RODRIGUES, B. L. A. ; VALENTE, V. O. ; SILVA, V. L. L. ; GUIDORIZZI, V. A. . Tutorar. 2021. 
                Patente:
                Programa de Computador.
            Número do registro: BR512021000562-7, data de registro: 
                    30/03/2021, título: ""Tutorar"" , Instituição de 
registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
125,"
Silva, L. E. P.; SILVA, L. R. ; CASTRO, A. L. S. ; GUIA, K. R. ; BARROS, K. O. S. ; CRUZ, A. C. ; GUTIERREZ JUNIOR, J. L. B. ; SILVA, N. M. S. ; ALMEIDA, S. C. V. ; NEVES, A. P. . SIANE - Sistema de Informação para Ambiente Não Escolar. 2018. 
                Patente:
                Programa de Computador.
            Número do registro: BR512018052228-9, data de registro: 
                    20/09/2018, título: ""SIANE - Sistema de Informação 
para Ambiente Não Escolar"" , Instituição de registro: INPI - Instituto 
Nacional da Propriedade Industrial.          
        
"
126,"
VARGAS, J. C. ; SILVA, L. É. P. ; SANTOS, B. A. ; RIEDNER, D. D. T. ; SILVA, L. R. . Alfabrinque. 2016. 
                Patente:
                Programa de Computador.
            Número do registro: BR512017000043-3, data de registro: 
                    01/09/2016, título: ""Alfabrinque"" , Instituição de 
registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
127,"
SILVA, L. É. P.; SILVA, L. R. ; GOLIN, A. L. M. M. ; BARROS, B. R. G. S. ; MACHADO, M. O. ; NEVES, A. P.
 ; NECO, B. M. P. ; LOIO, G. X. ; SOUZA, S. C. S. B. ; JIMENEZ, L. F. S.
 ; RIBEIRO, V. S. . II Hackathon Ala Vôti. 2018. (Concurso). 
"
128,"Amaury Antônio de Castro Junior2007Amaury Antônio de Castro Junior ; Leila Lisiane Rossi ; SILVA, Carlos Alberto
 ; Tony C. Bignardi dos Santos ; Lourival dos Santos Pires Junior . 
UNION: um framework para o desenvolvimento ágil de aplicações Web. Anais
 do III Congresso de Computação do Sul de Mato Grosso, v. I, p. 199-199, 2007. 
"
129,"
Amaury Antônio de Castro Junior2007Amaury Antônio de Castro Junior ; Leila Lisiane Rossi ; SILVA, Carlos Alberto
 ; Tony C. Bignardi dos Santos ; Lourival dos Santos Pires Junior . 
UNION: um framework para o desenvolvimento ágil de aplicações Web. Anais
 do III Congresso de Computação do Sul de Mato Grosso, v. I, p. 199-199, 2007. 
"
130,"


SILVA, Carlos Alberto; DE GEUS, PAULO LICIO
 . An Approach to Security-SLA in Cloud Computing Environments. In: 6th 
IEEE Latin-American Conference on Communications (LATINCOM), 2014, 
Cartagena das Índias. 6th IEEE Latin-American Conference on 
Communications. IEEE Bogotá: IEEE, 2014. 
"
131,"


DA SILVA, CARLOS ALBERTO; FERREIRA, ANDERSON SOARES ; DE GEUS, PAULO LICIO
 . A methodology for management of cloud computing using security 
criteria. In: 2012 IEEE Latin America Conference on Cloud Computing and 
Communications (LatinCloud), 2012, Porto Alegre. 2012 IEEE Latin America
 Conference on Cloud Computing and Communications (LatinCloud). p. 
49-54. 
"
132,"
SILVA, Carlos Alberto.
 AS CONSEQUÊNCIAS DA INTELIGÊNCIA COLETIVA PARA A EDUCAÇÃO. In: 2º 
SEMANA EDUCACIONAL, 2003, CAMPO GRANDE. AS CONSEQUÊNCIAS DA INTELIGÊNCIA
 COLETIVA PARA A EDUCAÇÃO. CAMPO GRANDE - MS: COLÉGIO ALEXANDER FLEMING,
 2003. 
"
133,"


DA SILVA, CARLOS ALBERTO; DE GEUS, PAULO LICIO
 . Return On Security Investment for Cloud Computing: a Customer 
Perspective. Carlos Alberto da Silva, and Paulo Lício de Geus. ACM 7th 
International conference on Management of computational and collective 
Intelligence in Digital EcoSystems (MEDES?15). 25-29 October 2015, 
Caraguatatuba/São Paulo, Brazil.. In: ACM 7th International conference 
on Management of computational and collective Intelligence in Digital 
EcoSystems (MEDES?15), 2015, Caraguatatuba, SP, Brazil. ACM 7th 
International conference on Management of computational and collective 
Intelligence in Digital EcoSystems (MEDES?15), 2015. 
"
134,"
DA SILVA, CARLOS ALBERTO; DE GEUS, PAULO LICIO
 . Arquitetura de monitoramento para Security-SLA em Nuvem Computacional
 do tipo SaaS. In: Simpósio Brasileiro em Segurança da Informação e de 
Sistemas Computacionais (SBSeg), 2014, Belo Horizonte, MG, Brasil. 
Simpósio Brasileiro em Segurança da Informação e de Sistemas 
Computacionais (SBSeg). Belo Horizonte, MG, BRASIL: SBC, 2014. 
"
135,"


SILVA, Carlos Alberto;
 Anderson Soares Ferreira . Projeto e Gestão de Segurança na Computação 
na Nuvem. In: VII Workshop de Teses, Dissertações e Trabalhos de 
Iniciação Científica, 2012, Campinas - SP. Anais do VII Workshop de 
Teses, Dissertações e Trabalhos de Iniciação Científica em Andamento do 
IC-UNICAMP. Campinas - SP: Unicamp, 2012. v. 8. p. 65-69. 
"
136,"
DA SILVA, CARLOS ALBERTO; DE GEUS, PAULO LICIO . Gestao da Segurança para ambiente de Nuvem Computacional. 2014. (Apresentação de Trabalho/Outra). 
"
137,"
SILVA, Carlos Alberto. Metodologia para Projeto e Gestão da Segurança para Computação em Nuvem. 2012. (Apresentação de Trabalho/Outra). 
"
138,"
SILVA, Carlos Alberto;
 Leila Lisiane Rossi ; Amaury Antônio de Castro Junior ; Tony C. 
Bignardi dos Santos ; Lourival dos Santos Pires Junior . Geracao do 
Portal CPCX - UFMS pelo UNION: Um Estudo de Caso. 2008. (Apresentação de
 Trabalho/Outra). 
"
139,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva ; Amaury Antônio de Castro Junior ; 
Leila Lisiane Rossi ; Marcelo Rocha Barros Gonçalves . Projeto Educar: 
como utilizar o laboratório de informática como uma ferramenta de 
ensino. 2007. (Apresentação de Trabalho/Comunicação). 
"
140,"
SILVA, Carlos Alberto;
 Leila Lisiane Rossi ; Amaury Antônio de Castro Junior . UNION: Um 
Framework Ágil para o Desenvolvimento de Aplicaçoes WEB.. 2007. 
(Apresentação de Trabalho/Congresso). 
"
141,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva ; Amaury Antônio de Castro Junior ; 
Leila Lisiane Rossi ; Marcelo Rocha Barros Gonçalves . Projeto Educar: 
capitação de material didático para escolas públicas da região norte do 
Mato Grosso do Sul. 2007. (Apresentação de Trabalho/Comunicação). 
"
142,"
SILVA, Carlos Alberto. Ententendo e Combatendo Malware: Virus, Spywares e Rootkits. 2006. (Apresentação de Trabalho/Conferência ou palestra). 
"
143,"
SILVA, Carlos Alberto; Paulo Lício de Geus . Gestão de Segurança para ambiente de Nuvem Computacional 2014 (Poster). 
"
144,"
SILVA, Carlos Alberto. Software de Gestão de Recursos Humanos - Setor Público. 2008. 
"
145,"
SILVA, Carlos Alberto. Software de Gestão de Recursos Humanos - Setor Público. 2007. 
"
146,"
SILVA, Carlos Alberto. Software de calculo de valores retroativo para devolução erário (TCU - Processo Judicial). 2006. 
"
147,"
SILVA, Carlos Alberto. Construção do Módulo de Importação de Aposentados do SIAPE/Serpro. 2006. 
"
148,"
SILVA, Carlos Alberto. Software de Gestão de Recursos Humanos - Setor Público. 2006. 
"
149,"
Leila Lisiane Rossi ; SILVA, Carlos Alberto . Curso de Informática Básica. 2007. (Curso de curta duração ministrado/Extensão). 
"
150,"
Marcelo Rocha Barros Gonçalves ; SILVA, Carlos Alberto . Projeto de Extensão: TODO DIA É DIA DE PARQUE. 2007. (Curso de curta duração ministrado/Extensão). 
"
151,"
SILVA, Carlos Alberto; Elizangela Mattos Faria da Silva . Curso de HTML com Dreamweaver. 2007. (Curso de curta duração ministrado/Extensão). 
"
152,"
SILVA, Carlos Alberto; Elizangela Mattos Faria da Silva . Curso HTML com Dreamweaver.
							2007. (Desenvolvimento de material didático ou instrucional - Curso HTML com Dreamweaver). 
"
153,"


SILVA, Carlos Alberto. GERENCIAMENTO DE PROJETOS. 2003 (CURSO DE EXTENSÃO) . 
"
154,"
SILVA, Carlos Alberto.
  Participação em banca de Adriano Vicente da Silva. O uso das 
tecnologias da informação e comunicação como recursos educacionais no 
ensino de história. 2016. Monografia (Aperfeiçoamento/Especialização em 
Mídias Computacionais - EAD)  - Universidade Federal de Mato Grosso do 
Sul. 
"
155,"
SILVA, Carlos Alberto.
  Participação em banca de Amanda Montezano Regina. Tecnologias 
Assistivas para o estudante com deficiência auditiva. 2016. Monografia 
(Aperfeiçoamento/Especialização em Mídias Computacionais - EAD)  - 
Universidade Federal de Mato Grosso do Sul. 
"
156,"
SILVA, Carlos Alberto.
  Participação em banca de Camila Prates de Abreu. O uso de recursos 
midiáticos na produção de peças didáticas no curso de técnico em 
mecânica. 2016. Monografia (Aperfeiçoamento/Especialização em Mídias 
Computacionais - EAD)  - Universidade Federal de Mato Grosso do Sul. 
"
157,"
SILVA, Carlos Alberto.
  Participação em banca de Carlos Augusto Light Thiry. Educação física e
 saúde na escola. 2016. Monografia (Aperfeiçoamento/Especialização em 
Mídias Computacionais - EAD)  - Universidade Federal de Mato Grosso do 
Sul. 
"
158,"
SILVA, Carlos Alberto.
  Participação em banca de Cleia Natalia Pascoalim Caires. Tv jomap - as
 tecnologias servindo o conhecimento. 2016. Monografia 
(Aperfeiçoamento/Especialização em Mídias Computacionais - EAD)  - 
Universidade Federal de Mato Grosso do Sul. 
"
159,"
SILVA, Carlos Alberto.
  Participação em banca de Elaine Corvalan. Tecnologia, letramento e 
alfabetização. 2016. Monografia (Aperfeiçoamento/Especialização em 
Mídias Computacionais - EAD)  - Universidade Federal de Mato Grosso do 
Sul. 
"
160,"
SILVA, Carlos Alberto.
  Participação em banca de Eliane Vilhar Centurião. A escola e as novas 
tecnologias: a diversidade das salas de tecnologias educacionais. 2016. 
Monografia (Aperfeiçoamento/Especialização em Mídias Computacionais - 
EAD)  - Universidade Federal de Mato Grosso do Sul. 
"
161,"
SILVA, Carlos Alberto.
  Participação em banca de Isabel Virginia de Oliveira Almeida. 
Interdisciplinaridade em sala de aula: combatendo o mosquito da dengue. 
2016. Monografia (Aperfeiçoamento/Especialização em Mídias 
Computacionais - EAD)  - Universidade Federal de Mato Grosso do Sul. 
"
162,"
SILVA, Carlos Alberto.
  Participação em banca de Izabel Candido da Silva. O uso das 
tecnologias integradas à educação escolar: greinermix. 2016. Monografia 
(Aperfeiçoamento/Especialização em Mídias Computacionais - EAD)  - 
Universidade Federal de Mato Grosso do Sul. 
"
163,"
SILVA, Carlos Alberto.
  Participação em banca de Izabella Mara Fachini de Freitas Cayres. A 
fotografia digital no ensino de arte. 2016. Monografia 
(Aperfeiçoamento/Especialização em Mídias Computacionais - EAD)  - 
Universidade Federal de Mato Grosso do Sul. 
"
164,"
SILVA, Carlos Alberto.
  Participação em banca de Jair Bertalli. O uso de celular na escrita de
 crônicas do cotidiano três-lagoense. 2016. Monografia 
(Aperfeiçoamento/Especialização em Mídias Computacionais - EAD)  - 
Universidade Federal de Mato Grosso do Sul. 
"
165,"
SILVA, Carlos Alberto.
  Participação em banca de Juliana Serafim Barbosa Oliveira dos Santos. 
Tecnologia no ensino: uso do blog na produção, leitura e interpretação. 
2016. Monografia (Aperfeiçoamento/Especialização em Mídias 
Computacionais - EAD)  - Universidade Federal de Mato Grosso do Sul. 
"
166,"
SILVA, Carlos Alberto;
 OLIVEIRA, A. K. S.; SILVA JUNIOR, B. A..  Participação em banca de 
Nafisa Ibrahim.Auditoria de Sistemas de Informação.
							2016. Trabalho de Conclusão de Curso (Graduação em Engenharia de 
Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
167,"
OLIVEIRA, A. K. S.; SILVA JUNIOR, B. A.; SILVA, Carlos Alberto.
  Participação em banca de Rodrigo Santiago do Nascimento Lima.AUDITORIA
 DE SISTEMAS DE INFORMAÇÃO.
							2015. Trabalho de Conclusão de Curso (Graduação em Engenharia de 
Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
168,"
SILVA, Carlos Alberto; OLIVEIRA, A. K. S.; SILVA JUNIOR, B. A..  Participação em banca de Lucas Diego Braga Cabral.Analise de detecção de Malware.
							2015. Trabalho de Conclusão de Curso (Graduação em Análise de Sistemas)  - Universidade Federal de Mato Grosso do Sul. 
"
169,"
OLIVEIRA, A. K. S.; SILVA JUNIOR, B. A.; SILVA, Carlos Alberto.  Participação em banca de Luiz Carlos Pereira Leal de Souza Nogueira.Funções Hash.
							2013. Trabalho de Conclusão de Curso (Graduação em Ciência da Computação)  - Universidade Federal de Mato Grosso do Sul. 
"
170,"
SILVA, Carlos Alberto.
  Participação em banca de Sirley Gomes Romero.Construção de Firewall 
Hibrido.
							2008. Trabalho de Conclusão de Curso (Graduação em BACHAREL EM 
SISTEMAS DE INFORMAÇÃO)  - Universidade Federal de Mato Grosso do Sul. 
"
171,"
SILVA, Carlos Alberto.
  Participação em banca de Fernando Marcel Silva Souza.Ferramentas para 
Perícia Forense Computacional - Ambiente Unix.
							2008. Trabalho de Conclusão de Curso (Graduação em BACHAREL EM 
SISTEMAS DE INFORMAÇÃO)  - Universidade Federal de Mato Grosso do Sul. 
"
172,"
SILVA, Carlos Alberto.
  Participação em banca de Maycon Lucas Ortiz Braun.Ferramentas para 
Perícia Forense Computacional - Ambiente Windows.
							2008. Trabalho de Conclusão de Curso (Graduação em BACHAREL EM 
SISTEMAS DE INFORMAÇÃO)  - Universidade Federal de Mato Grosso do Sul. 
"
173,"
SILVA, Carlos Alberto.
  Participação em banca de DÊNIS DA SILVA CANATO, e PAULO HENRIQUE 
FERREIRA DA SILVA.Protocolo SSL: Autenticação e Criptografia em Camada 
Cliente/Servidor ? Software ORION.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
174,"
SILVA, Carlos Alberto.
  Participação em banca de RODOLFO DE SOUZA BARBEIRO.ORION: 
Implementando um Software Middleware para Sistemas Distribuídos.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
175,"
SILVA, Carlos Alberto;
 Amaury Antônio de Castro Junior; Karen Kiomi Nakazato; Leila Lisiane 
Rossi.  Participação em banca de Elionai Oliveira de Souza.Aplicação do 
RUP no Projeto de Data Webhouse.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
176,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva; Leila Lisiane Rossi.  Participação em
 banca de Wilsimar de Souza.Sistema Web para Vigilância Sanitária.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
177,"
SILVA, Carlos Alberto;
 Amaury Antônio de Castro Junior; Leila Lisiane Rossi; Elizangela Mattos
 Faria da Silva.  Participação em banca de Diego Duarte Costa, e Roney 
de A.Silva.Automatools: Implementação de uma Aplicação para Edição de 
Autômatos Finitos Determinísticos Utilizando Java.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
178,"
SILVA, Carlos Alberto;
 Amaury Antônio de Castro Junior; Leila Lisiane Rossi.  Participação em 
banca de Fabiano de L. Mazui.Vaucangraph:Um Ambiente Gráfico para 
Geração de Código Vaucanson em Documentos Latex.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
179,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva.  Participação em banca de CLODOALDO 
SOUZA ALVES.Administrador de Aplicativos para Ambiente Unix.
							2006. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
180,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva.  Participação em banca de Graziele T.
 F., Rozineide S. S. e Simone B. G..Banco de dados WEB do Centro de 
Documentação Historica da Região Norte do MS - Herinque de Melo 
Spengler.
							2006. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
181,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva.  Participação em banca de Katiuce 
Cândida dos Santos e Marcio Saraiva Batista.Construção de um Website 
Dinâmico para uma Empresa de Pré-Moldados.
							2006. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
182,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva.  Participação em banca de Cesar 
augusto de Almeida Viana.Desenvolvimento de Catalogo Eletrônico.
							2006. 
"
183,"
SILVA, Carlos Alberto;
 Elizangela Mattos Faria da Silva.  Participação em banca de Angelino 
C., Artur A. C. e Renato F. S..Sistema WEB para divulgação da região 
Norte de Mato Grosso do Sul.
							2006. Trabalho de Conclusão de Curso (Graduação em Sistemas de 
Informação)  - Universidade Federal do Mato Grosso do Sul. 
"
