,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
99,"Conference on Graphics, Patterns, and Images",20130.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",99,98,100,100,A3,A3,A3,A3,all,"conference on graphics, patterns and images",A3
100,IEEE International Conference on  Multimedia and Expo,20000.0,-,conferencia,-,ieee international conference on multimedia and expo,ieee international conference on multimedia and expo,ieee international conference on multimedia and expo,ieee international conference on multimedia and expo,99,98,100,100,A2,A2,A2,A2,all,ieee international conference on multimedia and expo,A2
101,Simposio Brasileiro de Bancos de Dados,20000.0,-,conferencia,-,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,99,97,99,99,A4,A4,A4,A4,all,simposio brasileiro de banco de dados,A4
102,Conferencia Latino Americana de Informatica,19930.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99,98,78,85,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
103,^Congresso Brasileiro de AgroInformatica,20070.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,99,100,100,100,B4,B4,B4,B4,all,congresso brasileiro de agroinformatica,B4
104,"Simpósio Brasileiro de Banco de Dados,",20070.0,-,conferencia,-,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,99,100,100,100,A4,A4,A4,A4,all,simposio brasileiro de banco de dados,A4
105,Conferencia Latino Americana de Informática,20030.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99,98,78,85,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
106,International Conference on Hardware-Software Codesign and System Synthesis,20070.0,-,conferencia,-,international conference on hardware/software codesign and system synthesis,international conference on hardware/software codesign and system synthesis,international conference on hardware/software codesign and system synthesis,international conference on hardware/software codesign and system synthesis,99,99,100,100,A3,A3,A3,A3,all,international conference on hardware/software codesign and system synthesis,A3
107,International Conferece on Computer Design,20060.0,-,conferencia,-,international conference on computer design,international conference on computer design,international conference on computer design,international conference on computer design,99,98,99,99,A3,A3,A3,A3,all,international conference on computer design,A3
108,"IEEE International Conference on Acoustics, Speech, and Signal Processing",20140.0,-,conferencia,-,"ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing",99,99,100,100,A1,A1,A1,A1,all,"ieee international conference on acoustics, speech and signal processing",A1
109,IEEE  International Conference on Communications,20040.0,-,conferencia,-,ieee international conference on communications,ieee international conference on communications,ieee international conference on communications,ieee international conference on green computing and communications,99,98,100,100,A1,A1,A1,B2,ratio partial sort,ieee international conference on communications,A1
110,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuído,20120.0,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,99,100,99,99,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
111,"IEEE 3rd International Conference on Biometrics: Theory, Applications, and Systems",20090.0,-,conferencia,-,"ieee international conference on biometrics: theory, applications, and systems",international conference on biometrics,"ieee international conference on biometrics: theory, applications, and systems","ieee international conference on biometrics: theory, applications, and systems",98,100,97,100,A3,A3,A3,A3,ratio sort set,"ieee international conference on biometrics: theory, applications, and systems",A3
112,Simpósio de Sistemas Computacionais de Alto Desempenho,20150.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,98,98,94,100,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
113,6th International Conference on Cryptology and Information Security in Latin America,20190.0,-,conferencia,latin,international conference on cryptology and information security in latin america,international conference on cryptology and information security in latin america,international conference on cryptology and information security in latin america,international cryptology conference,98,100,98,100,B1,B1,B1,A1,ratio partial sort,international conference on cryptology and information security in latin america,B1
114,Workshop de Desempenho de Sistemas Computacionais e de Comunicação,20030.0,-,conferencia,-,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,98,98,95,100,B4,B4,B4,B4,all,workshop em desempenho de sistemas computacionais e de comunicacao,B4
115,Cologne Twente Workshop on Graphs and Combinatorial Optimization,20180.0,-,conferencia,-,cologne-twente workshop on graphs and combinatorial optimization,cologne-twente workshop on graphs and combinatorial optimization,cologne-twente workshop on graphs and combinatorial optimization,cologne-twente workshop on graphs and combinatorial optimization,98,98,100,100,B3,B3,B3,B3,all,cologne-twente workshop on graphs and combinatorial optimization,B3
